"﻿Record#","FName","Lname","Date of Birth","Gender","Education","House#","Address1","Address2","City","Pincode","Mobile#","Company","MonthlySalary"
"1781","FName1781","LName1781","6/6/2001","Male","M.Tech","1881","Street5","Kingpin Apts","Bangalore","560102","7896534702","Infosys","49264.73"
"1782","FName1782","LName1782","7/6/2001","Male","BBA","1882","Street3","Brigade Towers","Mumbai","400001","7896534706","Microsoft","16167.77"
"1783","FName1783","LName1783","8/6/2001","Female","BE","1883","Street5","Kingpin Apts","Bangalore","560102","7896534714","Infosys","47441"
"1784","FName1784","LName1784","9/6/2001","Female","B.Com","1884","Street2","Prestige Lake City","Hyderabad","560102","7896534722","Google","65175.8"
"1785","FName1785","LName1785","10/6/2001","Female","B.Sc","1885","Street1","ABC Building","Chennai","560102","7896534729","Intel","85040.06"
"1786","FName1786","LName1786","11/6/2001","Male","BCA","1886","Street4","Shoba Lake Apts","Pune","600001","7896534736","Apple","115604.43"
"1787","FName1787","LName1787","12/6/2001","Female","MCA","1887","Street5","Kingpin Apts","Bangalore","560102","7896534744","Infosys","20137.25"
"1788","FName1788","LName1788","13-06-2001","Female","MBA","1888","Street2","Prestige Lake City","Hyderabad","560102","7896534746","Google","98593.31"
"1789","FName1789","LName1789","14-06-2001","Male","B.Tech","1889","Street5","Kingpin Apts","Bangalore","560102","7896534755","Infosys","24801.11"
"1790","FName1790","LName1790","15-06-2001","Female","M.Tech","1890","Street1","ABC Building","Chennai","560102","7896534762","Intel","77327.91"
"1791","FName1791","LName1791","16-06-2001","Male","BBA","1891","Street3","Brigade Towers","Mumbai","400001","7896534768","Microsoft","3808.11"
"1792","FName1792","LName1792","17-06-2001","Male","BE","1892","Street2","Prestige Lake City","Hyderabad","560102","7896534775","Google","41762.63"
"1793","FName1793","LName1793","18-06-2001","Female","B.Com","1893","Street5","Kingpin Apts","Bangalore","560102","7896534776","Infosys","18315.99"
"1794","FName1794","LName1794","19-06-2001","Female","B.Sc","1894","Street3","Brigade Towers","Mumbai","400001","7896534779","Microsoft","109478.23"
"1795","FName1795","LName1795","20-06-2001","Female","BCA","1895","Street1","ABC Building","Chennai","560102","7896534785","Intel","69208.02"
"1796","FName1796","LName1796","21-06-2001","Male","MCA","1896","Street2","Prestige Lake City","Hyderabad","560102","7896534786","Google","66617.88"
"1797","FName1797","LName1797","22-06-2001","Female","MBA","1897","Street3","Brigade Towers","Mumbai","400001","7896534795","Microsoft","76028.42"
"1798","FName1798","LName1798","23-06-2001","Female","B.Tech","1898","Street4","Shoba Lake Apts","Pune","600001","7896534803","Apple","91065.27"
"1799","FName1799","LName1799","24-06-2001","Male","M.Tech","1899","Street5","Kingpin Apts","Bangalore","560102","7896534807","Infosys","31613.94"
"1800","FName1800","LName1800","25-06-2001","Female","BBA","1900","Street1","ABC Building","Chennai","560102","7896534812","Intel","63037.89"
"1801","FName1801","LName1801","26-06-2001","Male","BE","1901","Street5","Kingpin Apts","Bangalore","560102","7896534813","Infosys","32285.43"
"1802","FName1802","LName1802","27-06-2001","Male","B.Com","1902","Street4","Shoba Lake Apts","Pune","600001","7896534817","Apple","65648.61"
"1803","FName1803","LName1803","28-06-2001","Female","B.Sc","1903","Street3","Brigade Towers","Mumbai","400001","7896534822","Microsoft","86780.4"
"1804","FName1804","LName1804","29-06-2001","Female","BCA","1904","Street2","Prestige Lake City","Hyderabad","560102","7896534828","Google","58989.69"
"1805","FName1805","LName1805","30-06-2001","Female","MCA","1905","Street1","ABC Building","Chennai","560102","7896534838","Intel","85052.73"
"1806","FName1806","LName1806","1/7/2001","Male","MBA","1906","Street3","Brigade Towers","Mumbai","400001","7896534839","Microsoft","84476.15"
"1807","FName1807","LName1807","2/7/2001","Female","B.Tech","1907","Street5","Kingpin Apts","Bangalore","560102","7896534842","Infosys","17148.17"
"1808","FName1808","LName1808","3/7/2001","Female","M.Tech","1908","Street2","Prestige Lake City","Hyderabad","560102","7896534845","Google","62811.43"
"1809","FName1809","LName1809","4/7/2001","Male","BBA","1909","Street3","Brigade Towers","Mumbai","400001","7896534854","Microsoft","36163.12"
"1810","FName1810","LName1810","5/7/2001","Female","BE","1910","Street1","ABC Building","Chennai","560102","7896534863","Intel","37716.79"
"1811","FName1811","LName1811","6/7/2001","Male","B.Com","1911","Street5","Kingpin Apts","Bangalore","560102","7896534871","Infosys","43240.46"
"1812","FName1812","LName1812","7/7/2001","Male","B.Sc","1912","Street2","Prestige Lake City","Hyderabad","560102","7896534878","Google","101425.18"
"1813","FName1813","LName1813","8/7/2001","Female","BCA","1913","Street5","Kingpin Apts","Bangalore","560102","7896534886","Infosys","11257.91"
"1814","FName1814","LName1814","9/7/2001","Female","MCA","1914","Street4","Shoba Lake Apts","Pune","600001","7896534887","Apple","10398.72"
"1815","FName1815","LName1815","10/7/2001","Female","MBA","1915","Street1","ABC Building","Chennai","560102","7896534894","Intel","24496.81"
"1816","FName1816","LName1816","11/7/2001","Male","B.Tech","1916","Street2","Prestige Lake City","Hyderabad","560102","7896534903","Google","113631.69"
"1817","FName1817","LName1817","12/7/2001","Female","M.Tech","1917","Street5","Kingpin Apts","Bangalore","560102","7896534911","Infosys","10833.65"
"1818","FName1818","LName1818","13-07-2001","Female","BBA","1918","Street3","Brigade Towers","Mumbai","400001","7896534918","Microsoft","102833.57"
"1819","FName1819","LName1819","14-07-2001","Male","BE","1919","Street5","Kingpin Apts","Bangalore","560102","7896534920","Infosys","44129.37"
"1820","FName1820","LName1820","15-07-2001","Female","B.Com","1920","Street1","ABC Building","Chennai","560102","7896534927","Intel","35911.04"
"1821","FName1821","LName1821","16-07-2001","Male","B.Sc","1921","Street3","Brigade Towers","Mumbai","400001","7896534935","Microsoft","41918.28"
"1822","FName1822","LName1822","17-07-2001","Male","BCA","1922","Street4","Shoba Lake Apts","Pune","600001","7896534944","Apple","63518.74"
"1823","FName1823","LName1823","18-07-2001","Female","MCA","1923","Street5","Kingpin Apts","Bangalore","560102","7896534950","Infosys","20348.63"
"1824","FName1824","LName1824","19-07-2001","Female","MBA","1924","Street2","Prestige Lake City","Hyderabad","560102","7896534955","Google","93576.41"
"1825","FName1825","LName1825","20-07-2001","Female","B.Tech","1925","Street1","ABC Building","Chennai","560102","7896534957","Intel","53194.45"
"1826","FName1826","LName1826","21-07-2001","Male","M.Tech","1926","Street4","Shoba Lake Apts","Pune","600001","7896534965","Apple","22516.31"
"1827","FName1827","LName1827","22-07-2001","Female","BBA","1927","Street3","Brigade Towers","Mumbai","400001","7896534975","Microsoft","103478.84"
"1828","FName1828","LName1828","23-07-2001","Female","BE","1928","Street2","Prestige Lake City","Hyderabad","560102","7896534977","Google","33937.4"
"1829","FName1829","LName1829","24-07-2001","Male","B.Com","1929","Street5","Kingpin Apts","Bangalore","560102","7896534985","Infosys","43953.3"
"1830","FName1830","LName1830","25-07-2001","Female","B.Sc","1930","Street1","ABC Building","Chennai","560102","7896534993","Intel","69154.71"
"1831","FName1831","LName1831","26-07-2001","Male","BCA","1931","Street5","Kingpin Apts","Bangalore","560102","7896535000","Infosys","16511.27"
"1832","FName1832","LName1832","27-07-2001","Male","MCA","1932","Street2","Prestige Lake City","Hyderabad","560102","7896535004","Google","68539.38"
"1833","FName1833","LName1833","28-07-2001","Female","MBA","1933","Street3","Brigade Towers","Mumbai","400001","7896535013","Microsoft","66354.31"
"1834","FName1834","LName1834","29-07-2001","Female","B.Tech","1934","Street4","Shoba Lake Apts","Pune","600001","7896535021","Apple","103158.22"
"1835","FName1835","LName1835","30-07-2001","Female","M.Tech","1935","Street1","ABC Building","Chennai","560102","7896535028","Intel","6479.27"
"1836","FName1836","LName1836","31-07-2001","Male","BBA","1936","Street2","Prestige Lake City","Hyderabad","560102","7896535033","Google","48873.63"
"1837","FName1837","LName1837","1/8/2001","Female","BE","1937","Street5","Kingpin Apts","Bangalore","560102","7896535039","Infosys","37693.79"
"1838","FName1838","LName1838","2/8/2001","Female","B.Com","1938","Street4","Shoba Lake Apts","Pune","600001","7896535046","Apple","94203.21"
"1839","FName1839","LName1839","3/8/2001","Male","B.Sc","1939","Street3","Brigade Towers","Mumbai","400001","7896535047","Microsoft","82865.74"
"1840","FName1840","LName1840","4/8/2001","Female","BCA","1940","Street1","ABC Building","Chennai","560102","7896535049","Intel","76976.76"
"1841","FName1841","LName1841","5/8/2001","Male","MCA","1941","Street5","Kingpin Apts","Bangalore","560102","7896535053","Infosys","42823.73"
"1842","FName1842","LName1842","6/8/2001","Male","MBA","1942","Street3","Brigade Towers","Mumbai","400001","7896535060","Microsoft","92764.15"
"1843","FName1843","LName1843","7/8/2001","Female","B.Tech","1943","Street5","Kingpin Apts","Bangalore","560102","7896535069","Infosys","31362.45"
"1844","FName1844","LName1844","8/8/2001","Female","M.Tech","1944","Street2","Prestige Lake City","Hyderabad","560102","7896535073","Google","91392.28"
"1845","FName1845","LName1845","9/8/2001","Female","BBA","1945","Street1","ABC Building","Chennai","560102","7896535078","Intel","68264.39"
"1846","FName1846","LName1846","10/8/2001","Male","BE","1946","Street4","Shoba Lake Apts","Pune","600001","7896535079","Apple","38181.09"
"1847","FName1847","LName1847","11/8/2001","Female","B.Com","1947","Street5","Kingpin Apts","Bangalore","560102","7896535081","Infosys","30985.81"
"1848","FName1848","LName1848","12/8/2001","Female","B.Sc","1948","Street2","Prestige Lake City","Hyderabad","560102","7896535088","Google","30291.22"
"1849","FName1849","LName1849","13-08-2001","Male","BCA","1949","Street5","Kingpin Apts","Bangalore","560102","7896535096","Infosys","37418.47"
"1850","FName1850","LName1850","14-08-2001","Female","MCA","1950","Street1","ABC Building","Chennai","560102","7896535101","Intel","41946.07"
"1851","FName1851","LName1851","15-08-2001","Male","MBA","1951","Street3","Brigade Towers","Mumbai","400001","7896535103","Microsoft","71188.49"
"1852","FName1852","LName1852","16-08-2001","Male","B.Tech","1952","Street2","Prestige Lake City","Hyderabad","560102","7896535107","Google","67699.57"
"1853","FName1853","LName1853","17-08-2001","Female","M.Tech","1953","Street5","Kingpin Apts","Bangalore","560102","7896535114","Infosys","42979.27"
"1854","FName1854","LName1854","18-08-2001","Female","BBA","1954","Street3","Brigade Towers","Mumbai","400001","7896535120","Microsoft","41647.56"
"1855","FName1855","LName1855","19-08-2001","Female","BE","1955","Street1","ABC Building","Chennai","560102","7896535125","Intel","67326.79"
"1856","FName1856","LName1856","20-08-2001","Male","B.Com","1956","Street2","Prestige Lake City","Hyderabad","560102","7896535127","Google","104819.75"
"1857","FName1857","LName1857","21-08-2001","Female","B.Sc","1957","Street3","Brigade Towers","Mumbai","400001","7896535133","Microsoft","73823.51"
"1858","FName1858","LName1858","22-08-2001","Female","BCA","1958","Street4","Shoba Lake Apts","Pune","600001","7896535138","Apple","80575.6"
"1859","FName1859","LName1859","23-08-2001","Male","MCA","1959","Street5","Kingpin Apts","Bangalore","560102","7896535147","Infosys","31710.53"
"1860","FName1860","LName1860","24-08-2001","Female","MBA","1960","Street1","ABC Building","Chennai","560102","7896535156","Intel","37510.28"
"1861","FName1861","LName1861","25-08-2001","Male","B.Tech","1961","Street5","Kingpin Apts","Bangalore","560102","7896535160","Infosys","29724.66"
"1862","FName1862","LName1862","26-08-2001","Male","M.Tech","1962","Street4","Shoba Lake Apts","Pune","600001","7896535160","Apple","105522.28"
"1863","FName1863","LName1863","27-08-2001","Female","BBA","1963","Street3","Brigade Towers","Mumbai","400001","7896535165","Microsoft","80373.57"
"1864","FName1864","LName1864","28-08-2001","Female","BE","1964","Street2","Prestige Lake City","Hyderabad","560102","7896535169","Google","61958.18"
"1865","FName1865","LName1865","29-08-2001","Female","B.Com","1965","Street1","ABC Building","Chennai","560102","7896535171","Intel","80786.4"
"1866","FName1866","LName1866","30-08-2001","Male","B.Sc","1966","Street3","Brigade Towers","Mumbai","400001","7896535176","Microsoft","6104.25"
"1867","FName1867","LName1867","31-08-2001","Female","BCA","1967","Street5","Kingpin Apts","Bangalore","560102","7896535181","Infosys","42959.5"
"1868","FName1868","LName1868","1/9/2001","Female","MCA","1968","Street2","Prestige Lake City","Hyderabad","560102","7896535182","Google","6928.23"
"1869","FName1869","LName1869","2/9/2001","Male","MBA","1969","Street3","Brigade Towers","Mumbai","400001","7896535186","Microsoft","60447.92"
"1870","FName1870","LName1870","3/9/2001","Female","B.Tech","1970","Street1","ABC Building","Chennai","560102","7896535194","Intel","28848.6"
"1871","FName1871","LName1871","4/9/2001","Male","M.Tech","1971","Street5","Kingpin Apts","Bangalore","560102","7896535199","Infosys","20592.8"
"1872","FName1872","LName1872","5/9/2001","Male","BBA","1972","Street2","Prestige Lake City","Hyderabad","560102","7896535204","Google","16158.91"
"1873","FName1873","LName1873","6/9/2001","Female","BE","1973","Street5","Kingpin Apts","Bangalore","560102","7896535212","Infosys","35519.31"
"1874","FName1874","LName1874","7/9/2001","Female","B.Com","1974","Street4","Shoba Lake Apts","Pune","600001","7896535219","Apple","119268.56"
"1875","FName1875","LName1875","8/9/2001","Female","B.Sc","1975","Street1","ABC Building","Chennai","560102","7896535221","Intel","48040.47"
"1876","FName1876","LName1876","9/9/2001","Male","BCA","1976","Street2","Prestige Lake City","Hyderabad","560102","7896535229","Google","64611.59"
"1877","FName1877","LName1877","10/9/2001","Female","MCA","1977","Street5","Kingpin Apts","Bangalore","560102","7896535233","Infosys","32929.31"
"1878","FName1878","LName1878","11/9/2001","Female","MBA","1978","Street3","Brigade Towers","Mumbai","400001","7896535237","Microsoft","106975.01"
"1879","FName1879","LName1879","12/9/2001","Male","B.Tech","1979","Street5","Kingpin Apts","Bangalore","560102","7896535240","Infosys","45142.84"
"1880","FName1880","LName1880","13-09-2001","Female","M.Tech","1980","Street1","ABC Building","Chennai","560102","7896535248","Intel","35154.76"
"1881","FName1881","LName1881","14-09-2001","Male","BBA","1981","Street3","Brigade Towers","Mumbai","400001","7896535249","Microsoft","99935.21"
"1882","FName1882","LName1882","15-09-2001","Male","BE","1982","Street4","Shoba Lake Apts","Pune","600001","7896535254","Apple","98964.72"
"1883","FName1883","LName1883","16-09-2001","Female","B.Com","1983","Street5","Kingpin Apts","Bangalore","560102","7896535261","Infosys","13898.66"
"1884","FName1884","LName1884","17-09-2001","Female","B.Sc","1984","Street2","Prestige Lake City","Hyderabad","560102","7896535269","Google","48664.72"
"1885","FName1885","LName1885","18-09-2001","Female","BCA","1985","Street1","ABC Building","Chennai","560102","7896535275","Intel","24988.57"
"1886","FName1886","LName1886","19-09-2001","Male","MCA","1986","Street4","Shoba Lake Apts","Pune","600001","7896535282","Apple","39834.88"
"1887","FName1887","LName1887","20-09-2001","Female","MBA","1987","Street3","Brigade Towers","Mumbai","400001","7896535287","Microsoft","6382.05"
